Id,SalePrice
757,173435.63200238108
2623,131475.0285544774
2378,176579.9666276762
1413,156304.42956111807
1722,167255.3880836976
1112,228298.84994718534
1623,204553.70225961195
1201,222118.60602850185
1513,158798.21219497282
957,239466.6591335783
1171,187530.9251502557
1145,207047.4848934667
2726,217131.04076079238
703,169315.46938992542
760,115428.0794322817
1964,131475.0285544774
2512,176146.26530004927
159,133209.83386498506
1281,213444.57947596363
468,187856.20114597588
290,111524.7674836395
665,110440.51416457222
1463,267006.6934378872
1792,233069.56455108136
923,156738.13088874498
500,272861.66136085044
1408,183302.3372058933
331,87020.64247271902
170,218648.99540748657
2192,101983.33827584745
2571,356132.31626521744
2314,181133.83056775876
2647,110223.66350075876
422,319267.70341693
2457,246080.6043798887
1838,165303.7321093765
2805,226780.89530049116
1645,157930.809539719
1711,276114.42131805234
2825,269608.90140364866
322,237515.0031592572
2103,197722.9063494881
342,114343.82611321443
600,115644.93009609515
488,213878.28080359055
1725,221359.62870515476
2246,194903.84771991317
2847,191651.08776271134
806,237731.85382307068
530,245755.32838416853
963,171809.25202378017
2678,144702.9190470982
171,142317.5617451502
2401,314496.98881303397
805,222443.88202422205
2259,265814.0147869132
1748,167689.0894113245
1361,185253.9931802144
1677,150774.73763387496
1406,137329.9964774407
2322,237840.27915497738
688,214528.8327950309
143,161183.56949692083
804,211167.64750592236
1214,165086.88144556302
2828,134944.6391754927
1999,267115.1187697939
2467,189591.0064564835
2665,209758.11819113488
1538,392454.80245397124
398,112392.17013889331
2822,146220.87369379238
2157,110657.36482838567
1856,173977.7586619147
1269,132342.43120973124
2570,141016.45776226948
2320,213986.70613549728
1517,179399.0252572511
2304,124318.95664863338
1312,128981.24592062268
2012,150774.73763387496
506,219299.54739892692
2865,272970.0866927572
2367,125728.48596342084
554,103718.1435863551
238,142751.2630727771
1954,114994.37810465478
2488,198048.18234520828
2291,137113.14581362726
1969,119006.11538520371
2725,174519.88532144835
1482,110657.36482838567
2763,191759.51309461807
503,242177.2924312465
1584,174845.16131716853
1531,192518.49041796516
2210,231009.48324485353
459,222986.00868375567
556,124969.50864007375
1347,224937.66465807677
1290,91574.50641280158
1388,127788.56726964867
1571,212360.32615689636
2754,159015.0628587863
765,143618.66572803093
2494,129740.22324396977
2870,269717.32673555537
7,163785.7774626823
1114,189807.85712029698
2418,276005.9959861456
291,306039.81292430917
18,219950.0993903673
39,229057.82727053243
1001,201084.09163859667
2442,267115.1187697939
616,149148.35765527404
2680,117596.58607041625
1414,166930.1120879774
289,202059.9196257572
40,186121.39583546823
860,115644.93009609515
409,122584.15133812574
673,160316.166841667
2427,142534.41240896366
2036,230358.93125341317
2564,206071.65690630613
642,221034.35270943458
1008,204011.57560007833
1908,226889.3206323979
2519,152617.96827628935
1369,101007.5102886869
2855,214095.131467404
712,104585.54624160891
1943,186121.39583546823
1958,136028.89249456
107,104151.844913982
2295,200433.53964715629
704,175604.13864051562
676,156196.00422921136
259,201084.09163859667
93,259959.04686394986
106,219082.69673511348
2315,211276.07283782907
1050,115428.0794322817
1095,180266.42791250494
2709,134077.23652023886
758,220817.50204562114
1496,170291.29737708598
2370,150774.73763387496
2458,198698.73433664866
2733,165086.88144556302
161,341603.3217897159
726,183627.61320161348
845,173869.333330008
947,241201.46444408596
2232,183193.91187398657
2563,189807.85712029698
2299,193060.6170774988
211,151425.28962531532
605,211276.07283782907
1478,152509.5429443826
2247,194903.84771991317
2274,189157.30512885662
2869,197289.20502186118
967,237081.3018316303
2656,144811.34437900494
667,294546.72774219606
1042,125728.48596342084
2023,216480.488769352
2447,328267.0059651884
2055,117705.01140232298
2275,211276.07283782907
2204,173327.20667047435
1563,197180.77968995448
483,161183.56949692083
796,132450.85654163797
1526,200867.2409747832
2042,223528.13534328932
442,214745.68345884437
1693,295197.2797336364
1468,225588.21664951716
1430,196855.50369423427
2605,280451.4345943214
1529,182651.78521445295
335,147521.97767667312
1287,162159.3974840814
31,137113.14581362726
1785,205854.8062424927
82,188289.9024736028
2620,183627.61320161348
252,151642.1402891288
721,107187.75420737038
2165,162918.37480742848
2316,182543.3598825462
775,111741.61814745296
1558,115644.93009609515
17,208673.8648720676
1022,211926.62482926945
925,164327.90412221593
438,204878.97825533213
1270,182109.6585549193
1272,130065.49923968995
215,200867.2409747832
266,217022.61542888565
2402,225154.51532189024
1250,121933.59934668537
1984,141341.73375798966
1279,190892.11043936425
377,308533.59555816394
1252,209974.96885494835
2156,245321.62705654162
499,301919.6503118535
1374,156521.28022493154
2898,291293.9677849942
401,112392.17013889331
2721,214203.55679931073
2078,281318.83724957524
2589,133209.83386498506
1946,353313.2576356425
1334,158581.36153115937
2781,185796.11983974805
431,237731.85382307068
576,151642.1402891288
1474,204120.00093198504
2254,118247.13806185662
2155,199566.1369919025
885,140799.607098456
643,133860.38585642542
1944,115536.50476418843
480,191542.66243080463
2845,156738.13088874498
2387,276331.27198186575
2407,167038.53741988415
2527,172242.95335140708
2514,135812.04183074652
629,169640.7453856456
80,207806.4622168138
1876,150341.03630624805
1546,136896.2951498138
2518,149690.4843148077
2347,138197.39913269453
783,178423.19727009055
1322,136462.5938221869
194,101658.06228012727
1770,278716.62928381376
2143,112392.17013889331
1229,216046.78744172512
511,203252.5982767312
46,165954.28410081685
1348,211059.22217401562
2465,187097.2238226288
387,215070.95945456455
873,172351.3786833138
1918,128005.41793346213
2764,226347.19397286425
2184,122801.0020019392
934,151967.41628484897
1920,133209.83386498506
2631,164870.03078174958
1768,486676.4158809177
2040,148389.38033192695
1749,231117.90857676027
834,209432.8421954147
1457,253019.82562191927
79,100248.53296533981
2302,107187.75420737038
1817,114560.67677702788
2755,193711.16906893917
359,183085.48654207986
2059,115970.20609181534
2092,261910.70283827095
2516,188723.6038012297
150,134077.23652023886
1656,194361.72106037955
83,128439.11926108903
2411,161400.4201607343
795,110332.0888326655
2312,261151.72551492386
2917,87020.64247271902
1624,187097.2238226288
2215,365023.1934815691
1211,141883.8604175233
1485,110657.36482838567
1024,150015.76031052787
570,154894.90024633062
2874,158039.23487162573
700,275897.57065423887
2756,181133.83056775876
2022,264187.6348083123
583,245321.62705654162
2392,270693.1547227159
2424,172026.1026875936
212,169640.7453856456
736,164870.03078174958
1610,232093.73656392083
890,143293.38973231072
467,179615.87592106455
578,289667.5878063933
1747,140040.62977510892
1149,148714.65632764713
2758,218865.84607130004
857,112392.17013889331
2219,314388.5634811272
733,121933.59934668537
2909,160099.31617785356
1798,231117.90857676027
235,193277.46774131226
2366,166713.26142416394
1027,160533.01750548047
1195,119006.11538520371
1303,62841.79345751871
148,190024.70778411042
608,158798.21219497282
2515,202385.1956214774
821,195445.97437944682
2500,280776.7105900416
745,126595.88861867467
741,185579.26917593458
1611,217781.59275223274
2532,124969.50864007375
1081,176471.54129576945
1692,306690.3649157495
2520,131041.32722685051
276,199132.43566427557
1992,178314.77193818384
663,83659.45718361044
418,109356.26084550495
1733,208023.31288062726
2359,138305.82446460126
253,151208.43896150187
1518,256381.01091102784
2035,167797.51474323124
2919,137113.14581362726
1540,253019.82562191927
2120,129523.37258015631
1674,163677.35213077557
256,132776.13253735815
2361,112392.17013889331
978,87020.64247271902
2280,120198.79403617773
2095,233611.691210615
1709,286306.40251728473
2801,246080.6043798887
1246,114343.82611321443
2373,125728.48596342084
1055,190241.5584479239
2017,157605.5335439988
1099,257139.98823437493
1344,106320.35155211657
835,249224.9390051838
1117,173544.0573342878
2043,109789.96217313185
2085,131258.17789066397
410,186555.09716309514
2650,139932.20444320218
2867,213986.70613549728
1668,121716.74868287191
1161,154244.34825489024
2122,148823.08165955386
2539,142425.98707705693
1047,134619.3631797725
1445,120415.64469999117
541,139498.50311557527
569,205854.8062424927
1276,108922.55951787803
918,151858.99095294223
326,164436.32945412266
1936,119006.11538520371
895,113693.27412177405
257,123343.12866147283
1241,188940.45446504315
1545,118355.56339376335
1189,155111.75091014407
270,110657.36482838567
2066,306473.5142519361
693,152075.8416167557
1259,174411.45998954162
2916,166171.13476463032
2321,258549.5175491624
1977,129523.37258015631
1895,167689.0894113245
1240,155437.02690586427
85,143943.9417237511
1823,140149.05510701565
825,217998.4434160462
110,180483.27857631838
697,160316.166841667
2297,105019.24756923583
1231,142751.2630727771
1355,181892.80789110585
968,217998.4434160462
584,242827.84442268687
1315,185687.6945078413
1606,107187.75420737038
206,107187.75420737038
1685,215613.0861140982
2016,173327.20667047435
869,221468.0540370615
2135,115644.93009609515
2346,189374.15579267006
2430,181350.6812315722
2198,104260.27024588874
2652,122801.0020019392
27,114343.82611321443
241,150124.1856424346
906,156196.00422921136
1506,132884.55786926486
2098,325339.5220037067
1435,172459.80401522052
2213,151642.1402891288
1274,161834.1214883612
743,105452.94889686274
1737,164002.62812649575
2797,258766.36821297585
2185,143618.66572803093
58,173760.90799810126
830,152292.69228056914
808,185145.5678483077
680,225154.51532189024
1153,115211.22876846824
1291,176579.9666276762
1818,237731.85382307068
2161,178748.47326581072
1883,134185.66185214563
350,292161.37044024805
2473,141341.73375798966
295,254754.63093242692
293,284029.4705472434
859,112392.17013889331
288,112392.17013889331
1578,169857.59604945907
102,182651.78521445295
2831,204011.57560007833
1030,175278.86264479544
2551,154027.4975910768
1286,185579.26917593458
958,194361.72106037955
776,111958.46881126642
72,177881.07061055693
2263,189048.87979694988
1866,136028.89249456
2876,88213.32112369302
2146,253887.2282771731
103,172242.95335140708
1500,134944.6391754927
492,200325.11431524958
167,146112.44836188568
2597,109030.98484978476
2685,132342.43120973124
1035,132992.98320117162
1220,96778.92234432451
2602,191651.08776271134
2159,227756.7232876517
695,229491.52859815935
1109,249333.36433709055
640,168556.49206657833
1652,130607.6258992236
2090,216263.63810553856
1188,207372.76088918687
2345,264079.2094764055
1059,316665.4954511685
2751,222118.60602850185
128,285547.4251939376
1523,226889.3206323979
2925,151425.28962531532
2145,235563.3471849361
1121,167472.23874751106
566,344530.80575119756
565,208999.1408677878
1331,207155.91022537343
2928,123885.25532100647
156,136462.5938221869
797,204770.55292342542
327,137113.14581362726
2859,186771.94782690858
1453,103284.44225872819
1762,295305.7050655431
1868,193277.46774131226
1760,196963.929026141
1113,189374.15579267006
1812,216046.78744172512
117,197072.35435804774
1142,200758.8156428765
2342,235563.3471849361
927,139281.65245176182
2478,217890.01808413948
655,104585.54624160891
2064,117596.58607041625
369,184603.44118877404
2239,128439.11926108903
2732,176254.690631956
1653,146329.29902569912
959,202168.34495766394
2395,274379.6160075447
1412,112392.17013889331
271,199566.1369919025
1484,110657.36482838567
1497,141450.15908989636
552,222769.15801994223
2,115861.78075990861
1855,274813.31733517157
4,247490.13369467616
2292,133860.38585642542
134,156196.00422921136
646,127680.14193774194
42,202818.89694910432
532,187097.2238226288
713,176146.26530004927
2561,150557.88697006152
2360,137546.84714125417
1333,149907.33497862113
1407,274379.6160075447
2892,291836.0944445278
574,207264.33555728014
1227,198807.15966855537
2591,239791.93512929848
1476,174411.45998954162
1125,234695.94452968228
1446,125511.63529960738
408,159882.4655140401
1101,257031.5629024682
2251,169640.7453856456
373,171700.82669187343
2554,131800.30455019762
2382,194144.87039656608
1985,142425.98707705693
519,161183.56949692083
1093,213010.87814833672
864,255513.60825577402
2889,127571.71660583522
2308,213553.00480787037
986,166387.98542844376
1302,181242.25589966547
585,169966.02138136578
2708,134510.9378478658
147,149473.63365099422
1441,180700.12924013185
383,221251.20337324805
285,184169.73986114713
181,153702.22159535662
358,178097.92127437037
780,243261.5457503138
258,202168.34495766394
1865,280126.15859860124
692,151425.28962531532
2902,238599.25647832447
508,202602.04628529085
2638,199566.1369919025
36,176579.9666276762
611,175387.28797670218
2281,131475.0285544774
1678,150774.73763387496
1696,295414.13039744983
1557,132450.85654163797
2180,171375.55069615325
1726,162267.8228159881
951,119114.54071711045
267,246189.02971179542
2706,168556.49206657833
2221,218106.86874795292
1357,233828.54187442845
2901,231226.333908667
347,195229.12371563335
2164,147738.82834048657
1586,263970.78414449876
360,147738.82834048657
1769,236972.87649972356
2617,178314.77193818384
1879,206071.65690630613
991,248249.11101802325
1535,167689.0894113245
1191,194903.84771991317
1579,193494.31840512573
1882,122584.15133812574
1510,178097.92127437037
2196,299751.14367371897
1845,182651.78521445295
2336,321761.4860507847
942,147955.67900430004
861,101983.33827584745
2555,152075.8416167557
1392,168664.91739848506
2099,197722.9063494881
1543,130607.6258992236
948,251718.72163903856
1239,174845.16131716853
22,145895.5976980722
2796,198048.18234520828
2747,159448.7641864132
92,273403.78802038415
210,200325.11431524958
1858,159123.488190693
2228,129306.52191634286
447,181567.53189538565
827,192626.9157498719
1649,227973.57395146517
682,163894.20279458901
2698,125403.20996770066
494,173760.90799810126
214,222986.00868375567
2441,270476.30405890243
2679,128764.39525680922
1336,121608.32335096519
465,176579.9666276762
1524,161400.4201607343
2543,112392.17013889331
631,142751.2630727771
2452,289125.4611468596
228,168990.19339420524
126,206071.65690630613
1092,165954.28410081685
1122,167472.23874751106
932,225371.36598570368
1980,132234.0058778245
2171,122801.0020019392
551,170508.14804089942
2768,169207.04405801868
2056,115644.93009609515
1159,320785.65806362417
2645,230250.50592150644
1174,170941.84936852634
2266,204878.97825533213
2462,304955.5596052419
1219,139932.20444320218
2922,206071.65690630613
118,152292.69228056914
474,142859.68840468384
2576,168664.91739848506
872,216914.1900969789
1077,164219.47879030922
1536,137004.72048172052
1150,125403.20996770066
2341,216697.33943316547
1931,143835.51639184437
2785,123993.6806529132
2538,132667.7072054514
597,242177.2924312465
464,195012.2730518199
233,183952.88919733366
2169,120198.79403617773
2123,160533.01750548047
1867,159123.488190693
137,258007.39088962876
515,219516.3980627404
933,130607.6258992236
2784,157713.95887590555
972,149256.78298718078
599,164219.47879030922
2614,112392.17013889331
2582,120957.77135952482
1409,200216.68898334284
175,192735.34108177864
352,178965.3239296242
976,87020.64247271902
2134,199566.1369919025
984,109030.98484978476
2396,229491.52859815935
1673,101874.91294394073
404,166713.26142416394
607,161075.1441650141
814,151967.41628484897
868,205746.38091058595
2271,180374.85324441164
1633,245321.62705654162
337,282403.09056864254
2765,190241.5584479239
1746,184603.44118877404
368,240550.9124526456
2806,169423.89472183216
1662,222227.03136040858
1234,234262.24320205537
1373,150015.76031052787
1672,112392.17013889331
1939,119006.11538520371
